요일,기상상태,노면상태,사고유형,연,월,시간,도시,도로형태1,도로형태2
수요일,맑음,건조,차대차,2020,6,18,대구광역시,교차로,교차로안
수요일,맑음,건조,차대차,2020,6,18,대구광역시,단일로,기타
수요일,맑음,건조,차대차,2020,6,18,대구광역시,교차로,교차로안
수요일,맑음,건조,차대차,2020,6,18,대구광역시,단일로,기타
수요일,맑음,건조,차대차,2020,6,20,대구광역시,교차로,교차로횡단보도내
수요일,맑음,건조,차대차,2020,6,21,대구광역시,교차로,교차로안
수요일,맑음,건조,차대차,2020,6,22,대구광역시,교차로,교차로부근
수요일,맑음,건조,차대차,2020,6,23,대구광역시,단일로,기타
목요일,비,젖음/습기,차대차,2020,6,0,대구광역시,교차로,교차로안
목요일,비,젖음/습기,차대차,2020,6,0,대구광역시,교차로,교차로안
목요일,맑음,건조,차대사람,2020,6,1,대구광역시,단일로,기타
목요일,비,젖음/습기,차대차,2020,6,1,대구광역시,교차로,교차로안
목요일,맑음,건조,차대차,2020,6,2,대구광역시,교차로,교차로부근
목요일,비,젖음/습기,차대차,2020,6,2,대구광역시,교차로,교차로부근
목요일,비,젖음/습기,차대차,2020,6,4,대구광역시,단일로,기타
목요일,맑음,건조,차대차,2020,6,5,대구광역시,교차로,교차로안
목요일,맑음,건조,차대차,2020,6,6,대구광역시,교차로,교차로안
목요일,맑음,건조,차대차,2020,6,6,대구광역시,교차로,교차로안
목요일,흐림,젖음/습기,차대사람,2020,6,7,대구광역시,기타,기타
목요일,맑음,건조,차대차,2020,6,8,대구광역시,교차로,교차로안
목요일,비,젖음/습기,차대차,2020,6,8,대구광역시,교차로,교차로안
목요일,맑음,건조,차대사람,2020,6,9,대구광역시,단일로,기타
목요일,맑음,건조,차대차,2020,6,10,대구광역시,단일로,기타
목요일,맑음,건조,차대차,2020,6,10,대구광역시,교차로,교차로부근
목요일,맑음,건조,차대사람,2020,6,10,대구광역시,단일로,기타
목요일,맑음,건조,차대차,2020,6,10,대구광역시,교차로,교차로안
목요일,맑음,건조,차대차,2020,6,10,대구광역시,단일로,기타
목요일,맑음,건조,차대차,2020,6,11,대구광역시,교차로,교차로안
목요일,맑음,건조,차대차,2020,6,11,대구광역시,단일로,기타
목요일,맑음,건조,차대차,2020,6,11,대구광역시,단일로,기타
목요일,맑음,건조,차대차,2020,6,11,대구광역시,교차로,교차로안
목요일,맑음,건조,차대차,2020,6,13,대구광역시,단일로,기타
목요일,맑음,건조,차대차,2020,6,13,대구광역시,교차로,교차로안
목요일,맑음,건조,차대차,2020,6,13,대구광역시,단일로,기타
목요일,맑음,건조,차대차,2020,6,13,대구광역시,단일로,기타
목요일,맑음,건조,차대차,2020,6,13,대구광역시,교차로,교차로부근
목요일,맑음,건조,차대차,2020,6,13,대구광역시,교차로,교차로부근
목요일,맑음,건조,차대차,2020,6,14,대구광역시,단일로,기타
목요일,맑음,건조,차대차,2020,6,14,대구광역시,교차로,교차로안
목요일,맑음,건조,차대차,2020,6,14,대구광역시,단일로,기타
목요일,맑음,건조,차대차,2020,6,14,대구광역시,단일로,기타
목요일,맑음,건조,차대사람,2020,6,15,대구광역시,단일로,기타
목요일,맑음,건조,차대차,2020,6,16,대구광역시,단일로,기타
목요일,맑음,건조,차대사람,2020,6,16,대구광역시,단일로,기타
목요일,맑음,건조,차대차,2020,6,16,대구광역시,교차로,교차로안
목요일,맑음,건조,차대차,2020,6,16,대구광역시,교차로,교차로안
목요일,맑음,건조,차대차,2020,6,17,대구광역시,교차로,교차로안
목요일,맑음,건조,차대차,2020,6,18,대구광역시,단일로,기타
목요일,맑음,건조,차대차,2020,6,19,대구광역시,단일로,기타
목요일,맑음,건조,차대사람,2020,6,20,대구광역시,단일로,기타
목요일,맑음,건조,차대차,2020,6,20,대구광역시,단일로,기타
목요일,맑음,건조,차대차,2020,6,20,대구광역시,교차로,교차로안
목요일,맑음,건조,차대사람,2020,6,21,대구광역시,단일로,기타
목요일,흐림,건조,차대사람,2020,6,21,대구광역시,단일로,기타
목요일,맑음,건조,차대사람,2020,6,23,대구광역시,단일로,기타
금요일,맑음,건조,차대사람,2020,6,0,대구광역시,단일로,기타
금요일,맑음,건조,차대차,2020,6,0,대구광역시,기타,기타
금요일,맑음,건조,차대차,2020,6,7,대구광역시,단일로,기타
금요일,맑음,건조,차대차,2020,6,9,대구광역시,단일로,기타
금요일,맑음,건조,차대차,2020,6,10,대구광역시,교차로,교차로안
금요일,맑음,건조,차대차,2020,6,10,대구광역시,교차로,교차로부근
금요일,맑음,건조,차대사람,2020,6,10,대구광역시,단일로,기타
금요일,맑음,건조,차대차,2020,6,11,대구광역시,단일로,기타
금요일,맑음,건조,차대차,2020,6,12,대구광역시,교차로,교차로안
금요일,맑음,건조,차대차,2020,6,12,대구광역시,단일로,기타
금요일,맑음,건조,차대차,2020,6,12,대구광역시,교차로,교차로안
금요일,맑음,건조,차대차,2020,6,13,대구광역시,기타,기타
금요일,맑음,건조,차대차,2020,6,14,대구광역시,단일로,기타
금요일,맑음,건조,차대차,2020,6,14,대구광역시,교차로,교차로안
금요일,맑음,건조,차대사람,2020,6,14,대구광역시,단일로,기타
금요일,맑음,건조,차대차,2020,6,14,대구광역시,교차로,교차로부근
금요일,맑음,건조,차대차,2020,6,14,대구광역시,교차로,교차로안
금요일,맑음,건조,차대차,2020,6,15,대구광역시,기타,기타
금요일,맑음,건조,차대차,2020,6,15,대구광역시,단일로,기타
금요일,맑음,건조,차대차,2020,6,15,대구광역시,교차로,교차로부근
금요일,맑음,건조,차대차,2020,6,16,대구광역시,기타,기타
금요일,맑음,건조,차대차,2020,6,16,대구광역시,교차로,교차로안
금요일,맑음,건조,차대차,2020,6,16,대구광역시,기타,기타
금요일,맑음,건조,차대사람,2020,6,16,대구광역시,단일로,기타
금요일,맑음,건조,차대차,2020,6,17,대구광역시,기타,기타
금요일,맑음,건조,차대차,2020,6,18,대구광역시,단일로,기타
금요일,비,젖음/습기,차대차,2020,6,18,대구광역시,교차로,교차로안
금요일,비,젖음/습기,차대차,2020,6,18,대구광역시,단일로,기타
금요일,맑음,건조,차대차,2020,6,18,대구광역시,교차로,교차로안
금요일,비,젖음/습기,차대차,2020,6,19,대구광역시,단일로,기타
금요일,비,젖음/습기,차대사람,2020,6,19,대구광역시,단일로,기타
금요일,비,젖음/습기,차대사람,2020,6,19,대구광역시,단일로,기타
금요일,비,젖음/습기,차대차,2020,6,19,대구광역시,교차로,교차로안
금요일,비,젖음/습기,차대차,2020,6,20,대구광역시,단일로,기타
금요일,비,젖음/습기,차대차,2020,6,20,대구광역시,단일로,기타
금요일,비,젖음/습기,차대사람,2020,6,20,대구광역시,교차로,교차로부근
금요일,비,젖음/습기,차대사람,2020,6,21,대구광역시,교차로,교차로부근
금요일,비,젖음/습기,차대차,2020,6,21,대구광역시,교차로,교차로안
금요일,비,젖음/습기,차대차,2020,6,21,대구광역시,단일로,기타
금요일,맑음,건조,차대차,2020,6,21,대구광역시,기타,기타
금요일,맑음,젖음/습기,차대사람,2020,6,21,대구광역시,교차로,교차로부근
금요일,비,젖음/습기,차대차,2020,6,22,대구광역시,교차로,교차로안
금요일,맑음,젖음/습기,차대차,2020,6,22,대구광역시,교차로,교차로부근
금요일,비,젖음/습기,차량단독,2020,6,22,대구광역시,단일로,기타
금요일,비,젖음/습기,차대차,2020,6,22,대구광역시,단일로,기타
금요일,비,젖음/습기,차대차,2020,6,23,대구광역시,단일로,기타
금요일,비,젖음/습기,차대차,2020,6,23,대구광역시,기타,기타
토요일,비,젖음/습기,차대차,2020,6,0,대구광역시,교차로,교차로안
토요일,비,젖음/습기,차대차,2020,6,0,대구광역시,단일로,기타
토요일,비,젖음/습기,차량단독,2020,6,2,대구광역시,단일로,기타
토요일,비,젖음/습기,차량단독,2020,6,4,대구광역시,단일로,기타
토요일,비,젖음/습기,차대차,2020,6,5,대구광역시,교차로,교차로안
토요일,맑음,건조,차대차,2020,6,9,대구광역시,기타,기타
토요일,맑음,건조,차대차,2020,6,10,대구광역시,단일로,기타
토요일,맑음,건조,차대사람,2020,6,10,대구광역시,교차로,교차로횡단보도내
토요일,맑음,건조,차대사람,2020,6,10,대구광역시,교차로,교차로안
토요일,맑음,건조,차대차,2020,6,10,대구광역시,교차로,교차로횡단보도내
토요일,맑음,건조,차대차,2020,6,11,대구광역시,단일로,기타
토요일,맑음,건조,차대차,2020,6,12,대구광역시,단일로,기타
토요일,맑음,건조,차대차,2020,6,12,대구광역시,기타,기타
토요일,맑음,건조,차대차,2020,6,13,대구광역시,교차로,교차로부근
토요일,맑음,건조,차대차,2020,6,13,대구광역시,단일로,기타
토요일,맑음,건조,차대차,2020,6,13,대구광역시,교차로,교차로안
토요일,맑음,건조,차대차,2020,6,14,대구광역시,교차로,교차로부근
토요일,맑음,건조,차대차,2020,6,14,대구광역시,교차로,교차로안
토요일,맑음,건조,차대차,2020,6,14,대구광역시,단일로,기타
토요일,맑음,건조,차대차,2020,6,15,대구광역시,단일로,기타
토요일,맑음,건조,차대차,2020,6,15,대구광역시,교차로,교차로안
토요일,맑음,건조,차대차,2020,6,17,대구광역시,교차로,교차로안
토요일,맑음,건조,차대차,2020,6,17,대구광역시,주차장,주차장
토요일,흐림,건조,차대차,2020,6,17,대구광역시,단일로,기타
토요일,맑음,건조,차대차,2020,6,18,대구광역시,단일로,기타
토요일,흐림,건조,차대차,2020,6,18,대구광역시,기타,기타
토요일,맑음,건조,차대사람,2020,6,18,대구광역시,단일로,기타
토요일,맑음,건조,차대차,2020,6,19,대구광역시,교차로,교차로부근
토요일,맑음,건조,차대차,2020,6,19,대구광역시,교차로,교차로안
토요일,맑음,건조,차대차,2020,6,20,대구광역시,교차로,교차로부근
토요일,맑음,건조,차대차,2020,6,20,대구광역시,교차로,교차로안
토요일,비,젖음/습기,차대차,2020,6,22,대구광역시,단일로,기타
일요일,비,젖음/습기,차대차,2020,6,1,대구광역시,단일로,기타
일요일,맑음,건조,차대사람,2020,6,1,대구광역시,단일로,기타
일요일,비,젖음/습기,차대차,2020,6,2,대구광역시,교차로,교차로부근
일요일,비,젖음/습기,차대차,2020,6,3,대구광역시,교차로,교차로부근
일요일,비,젖음/습기,차량단독,2020,6,3,대구광역시,교차로,교차로부근
일요일,맑음,건조,차량단독,2020,6,8,대구광역시,단일로,기타
일요일,비,젖음/습기,차대차,2020,6,10,대구광역시,교차로,교차로부근
일요일,비,젖음/습기,차대차,2020,6,10,대구광역시,단일로,기타
일요일,맑음,건조,차대차,2020,6,12,대구광역시,기타,기타
일요일,맑음,건조,차대차,2020,6,13,대구광역시,교차로,교차로횡단보도내
일요일,맑음,건조,차대차,2020,6,13,대구광역시,단일로,기타
일요일,맑음,건조,차대차,2020,6,14,대구광역시,단일로,기타
일요일,맑음,건조,차대차,2020,6,14,대구광역시,교차로,교차로부근
일요일,맑음,건조,차대차,2020,6,14,대구광역시,교차로,교차로안
일요일,맑음,건조,차대차,2020,6,14,대구광역시,기타,기타
일요일,맑음,건조,차대차,2020,6,15,대구광역시,단일로,기타
일요일,맑음,건조,차대차,2020,6,15,대구광역시,교차로,교차로안
일요일,맑음,건조,차대차,2020,6,16,대구광역시,교차로,교차로부근
일요일,맑음,건조,차대차,2020,6,17,대구광역시,교차로,교차로안
일요일,맑음,건조,차대차,2020,6,18,대구광역시,단일로,기타
일요일,맑음,건조,차대차,2020,6,18,대구광역시,단일로,기타
일요일,맑음,건조,차대차,2020,6,18,대구광역시,교차로,교차로안
일요일,맑음,건조,차대차,2020,6,18,대구광역시,교차로,교차로안
일요일,맑음,건조,차대차,2020,6,19,대구광역시,교차로,교차로안
일요일,맑음,건조,차대차,2020,6,19,대구광역시,기타,기타
일요일,맑음,건조,차대차,2020,6,19,대구광역시,단일로,기타
일요일,맑음,건조,차량단독,2020,6,20,대구광역시,단일로,기타
일요일,맑음,건조,차대차,2020,6,21,대구광역시,교차로,교차로부근
일요일,맑음,건조,차대차,2020,6,21,대구광역시,단일로,기타
일요일,맑음,건조,차대차,2020,6,21,대구광역시,교차로,교차로안
일요일,맑음,건조,차대차,2020,6,21,대구광역시,교차로,교차로횡단보도내
일요일,맑음,건조,차대차,2020,6,21,대구광역시,교차로,교차로부근
일요일,맑음,건조,차대차,2020,6,22,대구광역시,단일로,기타
일요일,맑음,건조,차대차,2020,6,23,대구광역시,교차로,교차로부근
일요일,맑음,건조,차대차,2020,6,23,대구광역시,교차로,교차로안
일요일,맑음,건조,차대사람,2020,6,23,대구광역시,단일로,기타
월요일,맑음,건조,차대차,2020,6,0,대구광역시,교차로,교차로안
월요일,맑음,건조,차량단독,2020,6,1,대구광역시,단일로,기타
월요일,맑음,건조,차대차,2020,6,3,대구광역시,단일로,기타
월요일,맑음,건조,차대차,2020,6,7,대구광역시,교차로,교차로안
월요일,맑음,건조,차대사람,2020,6,9,대구광역시,단일로,기타
월요일,맑음,건조,차대사람,2020,6,10,대구광역시,교차로,교차로횡단보도내
월요일,맑음,건조,차대차,2020,6,10,대구광역시,교차로,교차로부근
월요일,맑음,건조,차대차,2020,6,10,대구광역시,단일로,기타
월요일,맑음,건조,차대차,2020,6,11,대구광역시,기타,기타
월요일,맑음,건조,차대차,2020,6,12,대구광역시,교차로,교차로안
월요일,맑음,건조,차대차,2020,6,13,대구광역시,교차로,교차로안
월요일,맑음,건조,차대차,2020,6,13,대구광역시,기타,기타
월요일,맑음,건조,차대차,2020,6,14,대구광역시,교차로,교차로안
월요일,맑음,건조,차대차,2020,6,14,대구광역시,교차로,교차로횡단보도내
월요일,맑음,건조,차대차,2020,6,14,대구광역시,교차로,교차로횡단보도내
월요일,맑음,건조,차대차,2020,6,15,대구광역시,교차로,교차로안
월요일,맑음,건조,차대사람,2020,6,15,대구광역시,단일로,기타
월요일,맑음,건조,차대차,2020,6,16,대구광역시,단일로,기타
월요일,맑음,건조,차대차,2020,6,16,대구광역시,단일로,기타
월요일,맑음,건조,차대차,2020,6,16,대구광역시,단일로,기타
월요일,맑음,건조,차대차,2020,6,16,대구광역시,교차로,교차로안
월요일,맑음,건조,차대차,2020,6,16,대구광역시,교차로,교차로안
월요일,맑음,건조,차대차,2020,6,17,대구광역시,교차로,교차로부근
월요일,맑음,건조,차대차,2020,6,17,대구광역시,단일로,기타
월요일,맑음,건조,차대사람,2020,6,17,대구광역시,교차로,교차로부근
월요일,맑음,건조,차대차,2020,6,18,대구광역시,교차로,교차로부근
월요일,맑음,건조,차대차,2020,6,18,대구광역시,교차로,교차로횡단보도내
월요일,맑음,건조,차대차,2020,6,19,대구광역시,기타,기타
월요일,맑음,건조,차대차,2020,6,19,대구광역시,단일로,기타
월요일,맑음,건조,차대차,2020,6,19,대구광역시,단일로,기타
월요일,맑음,건조,차대차,2020,6,19,대구광역시,교차로,교차로안
월요일,맑음,건조,차대차,2020,6,20,대구광역시,단일로,기타
월요일,맑음,건조,차대사람,2020,6,21,대구광역시,교차로,교차로안
월요일,맑음,건조,차대사람,2020,6,22,대구광역시,교차로,교차로안
월요일,맑음,건조,차대차,2020,6,22,대구광역시,교차로,교차로부근
월요일,흐림,건조,차대차,2020,6,22,대구광역시,단일로,기타
월요일,맑음,건조,차대차,2020,6,23,대구광역시,교차로,교차로안
화요일,맑음,건조,차량단독,2020,6,1,대구광역시,단일로,기타
화요일,맑음,건조,차대사람,2020,6,3,대구광역시,기타,기타
화요일,맑음,건조,차대차,2020,6,5,대구광역시,단일로,기타
화요일,맑음,건조,차대차,2020,6,6,대구광역시,교차로,교차로부근
화요일,맑음,건조,차대차,2020,6,7,대구광역시,단일로,기타
화요일,맑음,건조,차대사람,2020,6,7,대구광역시,교차로,교차로안
화요일,맑음,건조,차대차,2020,6,8,대구광역시,교차로,교차로안
화요일,맑음,건조,차대차,2020,6,8,대구광역시,단일로,기타
화요일,맑음,건조,차대차,2020,6,8,대구광역시,교차로,교차로안
화요일,맑음,건조,차대차,2020,6,8,대구광역시,교차로,교차로부근
화요일,맑음,건조,차대차,2020,6,8,대구광역시,교차로,교차로안
화요일,맑음,건조,차대차,2020,6,9,대구광역시,교차로,교차로안
화요일,맑음,건조,차대사람,2020,6,9,대구광역시,교차로,교차로횡단보도내
화요일,맑음,건조,차대차,2020,6,10,대구광역시,교차로,교차로안
화요일,맑음,건조,차대차,2020,6,10,대구광역시,기타,기타
화요일,맑음,건조,차대차,2020,6,10,대구광역시,단일로,기타
화요일,맑음,건조,차대차,2020,6,11,대구광역시,교차로,교차로안
화요일,맑음,건조,차대차,2020,6,11,대구광역시,단일로,기타
화요일,맑음,건조,차대차,2020,6,11,대구광역시,단일로,기타
화요일,맑음,건조,차대사람,2020,6,12,대구광역시,단일로,기타
화요일,맑음,건조,차대차,2020,6,14,대구광역시,단일로,기타
화요일,맑음,건조,차대차,2020,6,15,대구광역시,교차로,교차로부근
화요일,맑음,건조,차대차,2020,6,15,대구광역시,교차로,교차로부근
화요일,맑음,건조,차대차,2020,6,15,대구광역시,단일로,기타
화요일,맑음,건조,차대차,2020,6,15,대구광역시,단일로,기타
화요일,맑음,건조,차대차,2020,6,15,대구광역시,단일로,기타
화요일,맑음,건조,차대차,2020,6,15,대구광역시,교차로,교차로부근
화요일,맑음,건조,차대차,2020,6,16,대구광역시,기타,기타
화요일,맑음,건조,차대차,2020,6,16,대구광역시,교차로,교차로안
화요일,맑음,건조,차대차,2020,6,17,대구광역시,단일로,기타
화요일,맑음,건조,차대차,2020,6,17,대구광역시,단일로,기타
화요일,맑음,건조,차대차,2020,6,18,대구광역시,교차로,교차로안
화요일,맑음,건조,차대차,2020,6,18,대구광역시,교차로,교차로안
화요일,맑음,건조,차대차,2020,6,18,대구광역시,단일로,기타
화요일,맑음,건조,차대차,2020,6,18,대구광역시,단일로,기타
화요일,맑음,건조,차대차,2020,6,20,대구광역시,교차로,교차로안
화요일,맑음,건조,차대차,2020,6,20,대구광역시,교차로,교차로안
화요일,맑음,건조,차대사람,2020,6,20,대구광역시,교차로,교차로부근
화요일,맑음,건조,차대차,2020,6,20,대구광역시,단일로,기타
화요일,맑음,건조,차대사람,2020,6,20,대구광역시,단일로,기타
화요일,맑음,건조,차대차,2020,6,20,대구광역시,교차로,교차로부근
화요일,맑음,건조,차대차,2020,6,22,대구광역시,단일로,기타
화요일,맑음,건조,차대사람,2020,6,23,대구광역시,단일로,기타
수요일,맑음,건조,차대차,2020,6,0,대구광역시,교차로,교차로부근
수요일,맑음,건조,차대차,2020,6,1,대구광역시,교차로,교차로부근
수요일,맑음,건조,차대차,2020,6,7,대구광역시,단일로,기타
수요일,맑음,건조,차대차,2020,6,8,대구광역시,교차로,교차로부근
수요일,맑음,건조,차대차,2020,6,8,대구광역시,교차로,교차로부근
수요일,맑음,건조,차대차,2020,6,8,대구광역시,단일로,기타
수요일,맑음,건조,차대차,2020,6,9,대구광역시,단일로,기타
수요일,맑음,건조,차대차,2020,6,10,대구광역시,교차로,교차로안
수요일,맑음,건조,차대차,2020,6,11,대구광역시,단일로,기타
수요일,맑음,건조,차대사람,2020,6,11,대구광역시,단일로,기타
수요일,맑음,건조,차대차,2020,6,13,대구광역시,단일로,기타
수요일,맑음,건조,차대차,2020,6,13,대구광역시,단일로,기타
수요일,맑음,건조,차대차,2020,6,13,대구광역시,교차로,교차로안
수요일,흐림,건조,차대차,2020,6,13,대구광역시,단일로,기타
수요일,맑음,건조,차대차,2020,6,14,대구광역시,교차로,교차로안
수요일,맑음,건조,차대차,2020,6,14,대구광역시,단일로,기타
수요일,맑음,건조,차대차,2020,6,14,대구광역시,교차로,교차로안
수요일,맑음,건조,차대차,2020,6,15,대구광역시,단일로,기타
수요일,맑음,건조,차대차,2020,6,15,대구광역시,교차로,교차로부근
수요일,맑음,건조,차대차,2020,6,15,대구광역시,교차로,교차로횡단보도내
수요일,맑음,건조,차대차,2020,6,16,대구광역시,교차로,교차로안
수요일,맑음,건조,차대차,2020,6,16,대구광역시,단일로,기타
수요일,맑음,건조,차대차,2020,6,16,대구광역시,교차로,교차로안
수요일,맑음,건조,차대사람,2020,6,17,대구광역시,단일로,기타
수요일,맑음,건조,차대차,2020,6,17,대구광역시,교차로,교차로안
수요일,맑음,건조,차대차,2020,6,17,대구광역시,기타,기타
수요일,맑음,건조,차대사람,2020,6,17,대구광역시,기타,기타
수요일,맑음,건조,차대차,2020,6,18,대구광역시,단일로,기타
수요일,맑음,건조,차대차,2020,6,18,대구광역시,단일로,기타
수요일,맑음,건조,차대사람,2020,6,19,대구광역시,단일로,기타
수요일,맑음,건조,차대사람,2020,6,19,대구광역시,교차로,교차로안
수요일,맑음,건조,차대차,2020,6,19,대구광역시,단일로,기타
수요일,맑음,건조,차대차,2020,6,20,대구광역시,단일로,기타
수요일,맑음,건조,차대사람,2020,6,21,대구광역시,단일로,기타
수요일,맑음,건조,차대차,2020,6,22,대구광역시,단일로,기타
수요일,맑음,건조,차대차,2020,6,22,대구광역시,교차로,교차로안
수요일,비,젖음/습기,차대사람,2020,6,23,대구광역시,교차로,교차로부근
목요일,맑음,건조,차대사람,2020,6,0,대구광역시,교차로,교차로안
목요일,맑음,건조,차대차,2020,6,0,대구광역시,교차로,교차로안
목요일,맑음,건조,차대차,2020,6,1,대구광역시,교차로,교차로안
목요일,흐림,건조,차대차,2020,6,1,대구광역시,교차로,교차로부근
목요일,흐림,젖음/습기,차대차,2020,6,4,대구광역시,단일로,기타
목요일,맑음,건조,차대차,2020,6,5,대구광역시,교차로,교차로안
목요일,비,젖음/습기,차대차,2020,6,5,대구광역시,단일로,기타
목요일,비,젖음/습기,차대사람,2020,6,7,대구광역시,교차로,교차로횡단보도내
목요일,비,젖음/습기,차대차,2020,6,8,대구광역시,교차로,교차로안
목요일,비,젖음/습기,차대차,2020,6,8,대구광역시,교차로,교차로부근
목요일,비,젖음/습기,차대차,2020,6,8,대구광역시,교차로,교차로안
목요일,비,젖음/습기,차대차,2020,6,9,대구광역시,단일로,기타
목요일,맑음,건조,차대차,2020,6,9,대구광역시,기타,기타
목요일,맑음,건조,차대차,2020,6,9,대구광역시,단일로,기타
목요일,비,젖음/습기,차대차,2020,6,9,대구광역시,단일로,기타
목요일,맑음,건조,차대차,2020,6,10,대구광역시,단일로,기타
목요일,비,젖음/습기,차량단독,2020,6,10,대구광역시,교차로,교차로안
목요일,비,젖음/습기,차대차,2020,6,10,대구광역시,단일로,기타
목요일,비,젖음/습기,차대차,2020,6,10,대구광역시,기타,기타
목요일,맑음,건조,차대차,2020,6,11,대구광역시,교차로,교차로부근
목요일,비,젖음/습기,차대차,2020,6,11,대구광역시,단일로,기타
목요일,비,젖음/습기,차대차,2020,6,11,대구광역시,단일로,기타
목요일,비,젖음/습기,차대사람,2020,6,11,대구광역시,단일로,기타
목요일,비,젖음/습기,차대차,2020,6,12,대구광역시,단일로,기타
목요일,흐림,건조,차대차,2020,6,12,대구광역시,단일로,교량
목요일,비,젖음/습기,차대사람,2020,6,12,대구광역시,단일로,기타
목요일,비,젖음/습기,차대차,2020,6,12,대구광역시,단일로,기타
목요일,비,젖음/습기,차대차,2020,6,12,대구광역시,교차로,교차로안
목요일,비,젖음/습기,차대차,2020,6,13,대구광역시,단일로,기타
목요일,비,젖음/습기,차대차,2020,6,14,대구광역시,단일로,기타
목요일,비,젖음/습기,차대차,2020,6,14,대구광역시,교차로,교차로안
목요일,맑음,건조,차대차,2020,6,14,대구광역시,단일로,기타
목요일,비,젖음/습기,차대차,2020,6,14,대구광역시,교차로,교차로안
목요일,비,젖음/습기,차량단독,2020,6,14,대구광역시,단일로,기타
목요일,맑음,건조,차대차,2020,6,15,대구광역시,교차로,교차로부근
목요일,비,젖음/습기,차대차,2020,6,16,대구광역시,단일로,기타
목요일,비,젖음/습기,차대차,2020,6,16,대구광역시,교차로,교차로부근
목요일,비,젖음/습기,차대차,2020,6,17,대구광역시,교차로,교차로안
목요일,비,젖음/습기,차대차,2020,6,17,대구광역시,단일로,기타
목요일,맑음,건조,차대차,2020,6,17,대구광역시,단일로,기타
목요일,맑음,건조,차대사람,2020,6,18,대구광역시,단일로,기타
목요일,맑음,건조,차대차,2020,6,18,대구광역시,단일로,기타
목요일,비,젖음/습기,차대차,2020,6,19,대구광역시,교차로,교차로부근
목요일,비,젖음/습기,차대차,2020,6,19,대구광역시,단일로,기타
목요일,비,젖음/습기,차대차,2020,6,19,대구광역시,교차로,교차로안
목요일,맑음,건조,차대차,2020,6,19,대구광역시,교차로,교차로안
목요일,비,젖음/습기,차대사람,2020,6,20,대구광역시,단일로,기타
목요일,비,젖음/습기,차대사람,2020,6,20,대구광역시,기타,기타
목요일,비,젖음/습기,차대차,2020,6,20,대구광역시,교차로,교차로부근
목요일,맑음,건조,차대차,2020,6,21,대구광역시,교차로,교차로안
목요일,비,젖음/습기,차대차,2020,6,21,대구광역시,단일로,기타
목요일,비,젖음/습기,차대차,2020,6,21,대구광역시,단일로,기타
목요일,비,젖음/습기,차대차,2020,6,22,대구광역시,단일로,기타
목요일,비,젖음/습기,차대차,2020,6,22,대구광역시,단일로,기타
금요일,맑음,건조,차대차,2020,6,6,대구광역시,단일로,기타
금요일,맑음,건조,차대차,2020,6,8,대구광역시,단일로,기타
금요일,맑음,건조,차대차,2020,6,9,대구광역시,단일로,기타
금요일,맑음,건조,차대사람,2020,6,9,대구광역시,교차로,교차로부근
금요일,맑음,건조,차대사람,2020,6,10,대구광역시,단일로,기타
금요일,맑음,건조,차대차,2020,6,11,대구광역시,교차로,교차로부근
금요일,맑음,건조,차대차,2020,6,12,대구광역시,단일로,기타
금요일,맑음,건조,차대사람,2020,6,12,대구광역시,교차로,교차로횡단보도내
금요일,맑음,건조,차대사람,2020,6,12,대구광역시,교차로,교차로안
금요일,맑음,건조,차대차,2020,6,12,대구광역시,단일로,기타
금요일,맑음,건조,차대사람,2020,6,13,대구광역시,기타,기타
금요일,맑음,건조,차대차,2020,6,13,대구광역시,단일로,기타
금요일,맑음,건조,차대차,2020,6,13,대구광역시,단일로,기타
금요일,맑음,건조,차대차,2020,6,14,대구광역시,교차로,교차로안
금요일,맑음,건조,차대차,2020,6,15,대구광역시,단일로,기타
금요일,맑음,건조,차대차,2020,6,15,대구광역시,단일로,기타
금요일,맑음,건조,차대차,2020,6,16,대구광역시,단일로,기타
금요일,맑음,건조,차대차,2020,6,16,대구광역시,교차로,교차로횡단보도내
금요일,맑음,건조,차대차,2020,6,17,대구광역시,기타,기타
금요일,맑음,건조,차대차,2020,6,17,대구광역시,교차로,교차로안
금요일,맑음,건조,차대차,2020,6,17,대구광역시,단일로,기타
금요일,맑음,건조,차대사람,2020,6,17,대구광역시,교차로,교차로부근
금요일,맑음,건조,차대차,2020,6,18,대구광역시,교차로,교차로안
금요일,맑음,건조,차대차,2020,6,18,대구광역시,교차로,교차로안
금요일,맑음,건조,차대차,2020,6,18,대구광역시,단일로,기타
금요일,맑음,건조,차대사람,2020,6,19,대구광역시,교차로,교차로안
금요일,맑음,건조,차대차,2020,6,19,대구광역시,단일로,기타
금요일,맑음,건조,차대차,2020,6,19,대구광역시,단일로,기타
금요일,맑음,건조,차대차,2020,6,20,대구광역시,교차로,교차로안
금요일,맑음,건조,차대차,2020,6,20,대구광역시,단일로,기타
금요일,맑음,건조,차대사람,2020,6,21,대구광역시,단일로,기타
금요일,맑음,건조,차대차,2020,6,21,대구광역시,교차로,교차로안
금요일,맑음,건조,차대차,2020,6,22,대구광역시,교차로,교차로안
금요일,맑음,건조,차대차,2020,6,22,대구광역시,교차로,교차로안
금요일,맑음,건조,차대차,2020,6,23,대구광역시,교차로,교차로부근
금요일,맑음,건조,차대사람,2020,6,23,대구광역시,기타,기타
토요일,맑음,건조,차대사람,2020,6,1,대구광역시,주차장,주차장
토요일,맑음,건조,차대사람,2020,6,2,대구광역시,단일로,기타
